similarity,params,K_NEIGH,K_PRED,RMSE,MAE,Coverage
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",25,10,0.9838485579167328,0.7748733628328156,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",25,20,0.9650458821469499,0.7607482507189235,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",25,40,0.9614332036626346,0.7597715616056223,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",25,5,0.9918613845455743,0.7780492355649836,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",25,10,0.9918174748337176,0.7803572897919886,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",25,20,0.9737099865784061,0.7668744603205809,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",25,40,0.9695348163176253,0.765518176409921,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",25,5,0.9918613845455743,0.7780492355649836,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",25,10,0.9918174748337176,0.7803572897919886,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",25,20,0.9737099865784061,0.7668744603205809,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",25,40,0.9695348163176253,0.765518176409921,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",25,5,0.9956203836092444,0.779944596169255,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",25,10,0.9894100518305003,0.7792627177535396,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",25,20,0.9707560623664658,0.7654349016443357,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",25,40,0.9690819033411321,0.7651128831450956,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",50,5,0.9858978961655149,0.7749397931874799,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",50,10,0.9858260184545077,0.7736454256071429,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",50,20,0.9749527289079771,0.770703918506608,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",50,40,0.9535494407578247,0.7539944429722171,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",50,5,0.9817012053362741,0.7709373426493252,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",50,10,0.9867242755646619,0.7773778606211778,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",50,20,0.9775314998376784,0.7730366706651856,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",50,40,0.9528481487061727,0.7533119561918177,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",50,5,0.9955902858581636,0.7798564090787821,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",50,10,0.9858331753912957,0.7759105947158242,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",50,20,0.9675302776322312,0.7636328718430883,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",50,40,0.9511845466272443,0.7516788725698497,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",50,5,0.9852464060967729,0.7729689225488052,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",50,10,0.9881783062350901,0.7776320876769564,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",50,20,0.9690269297196451,0.7647926969392738,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",50,40,0.9543489859288566,0.753761945708974,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",50,5,0.982750901061898,0.7698563809445639,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",50,10,0.985959566725923,0.7771262150809072,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",50,20,0.9694079954418525,0.7645778914641972,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",50,40,0.9538568690056167,0.7527448133067364,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",50,5,0.9949616131543071,0.7786464155298668,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",50,10,0.9838485579167328,0.7748733628328156,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",50,20,0.9650458821469499,0.7607482507189235,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",50,40,0.9523407120902115,0.7516107191536235,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",50,5,0.9918613845455743,0.7780492355649836,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",50,10,0.9918174748337176,0.7803572897919886,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",50,20,0.9737099865784061,0.7668744603205809,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",50,40,0.9635287312689205,0.7598979874465245,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",50,5,0.9918613845455743,0.7780492355649836,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",50,10,0.9918174748337176,0.7803572897919886,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",50,20,0.9737099865784061,0.7668744603205809,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",50,40,0.9635287312689205,0.7598979874465245,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",50,5,0.9956203836092444,0.779944596169255,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",50,10,0.9894100518305003,0.7792627177535396,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",50,20,0.9707560623664658,0.7654349016443357,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",50,40,0.9633246568187336,0.7596743884956655,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",75,5,0.9858978961655149,0.7749397931874799,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",75,10,0.9858260184545077,0.7736454256071429,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",75,20,0.9749527289079771,0.770703918506608,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",75,40,0.9535494407578247,0.7539944429722171,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",75,5,0.9817012053362741,0.7709373426493252,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",75,10,0.9867242755646619,0.7773778606211778,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",75,20,0.9775314998376784,0.7730366706651856,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",75,40,0.9528481487061727,0.7533119561918177,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",75,5,0.9955902858581636,0.7798564090787821,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",75,10,0.9858331753912957,0.7759105947158242,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",75,20,0.9675302776322312,0.7636328718430883,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",75,40,0.9511845466272443,0.7516788725698497,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",75,5,0.9852464060967729,0.7729689225488052,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",75,10,0.9881783062350901,0.7776320876769564,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",75,20,0.9690269297196451,0.7647926969392738,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",75,40,0.9543489859288566,0.753761945708974,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",75,5,0.982750901061898,0.7698563809445639,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",75,10,0.985959566725923,0.7771262150809072,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",75,20,0.9694079954418525,0.7645778914641972,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",75,40,0.9538568690056167,0.7527448133067364,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",75,5,0.9949616131543071,0.7786464155298668,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",75,10,0.9838485579167328,0.7748733628328156,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",75,20,0.9650458821469499,0.7607482507189235,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",75,40,0.9523407120902115,0.7516107191536235,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",75,5,0.9918613845455743,0.7780492355649836,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",75,10,0.9918174748337176,0.7803572897919886,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",75,20,0.9737099865784061,0.7668744603205809,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",75,40,0.9635287312689205,0.7598979874465245,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",75,5,0.9918613845455743,0.7780492355649836,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",75,10,0.9918174748337176,0.7803572897919886,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",75,20,0.9737099865784061,0.7668744603205809,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",75,40,0.9635287312689205,0.7598979874465245,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",75,5,0.9956203836092444,0.779944596169255,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",75,10,0.9894100518305003,0.7792627177535396,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",75,20,0.9707560623664658,0.7654349016443357,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",75,40,0.9633246568187336,0.7596743884956655,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",100,5,0.9858978961655149,0.7749397931874799,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",100,10,0.9858260184545077,0.7736454256071429,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",100,20,0.9749527289079771,0.770703918506608,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 5}",100,40,0.9535494407578247,0.7539944429722171,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",100,5,0.9817012053362741,0.7709373426493252,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",100,10,0.9867242755646619,0.7773778606211778,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",100,20,0.9775314998376784,0.7730366706651856,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 10}",100,40,0.9528481487061727,0.7533119561918177,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",100,5,0.9955902858581636,0.7798564090787821,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",100,10,0.9858331753912957,0.7759105947158242,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",100,20,0.9675302776322312,0.7636328718430883,1.0
pearson_sw,"{'MIN_OVERLAP': 2, 'K_SW': 20}",100,40,0.9511845466272443,0.7516788725698497,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",100,5,0.9852464060967729,0.7729689225488052,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",100,10,0.9881783062350901,0.7776320876769564,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",100,20,0.9690269297196451,0.7647926969392738,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 5}",100,40,0.9543489859288566,0.753761945708974,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",100,5,0.982750901061898,0.7698563809445639,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",100,10,0.985959566725923,0.7771262150809072,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",100,20,0.9694079954418525,0.7645778914641972,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 10}",100,40,0.9538568690056167,0.7527448133067364,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",100,5,0.9949616131543071,0.7786464155298668,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",100,10,0.9838485579167328,0.7748733628328156,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",100,20,0.9650458821469499,0.7607482507189235,1.0
pearson_sw,"{'MIN_OVERLAP': 5, 'K_SW': 20}",100,40,0.9523407120902115,0.7516107191536235,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",100,5,0.9918613845455743,0.7780492355649836,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",100,10,0.9918174748337176,0.7803572897919886,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",100,20,0.9737099865784061,0.7668744603205809,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 5}",100,40,0.9635287312689205,0.7598979874465245,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",100,5,0.9918613845455743,0.7780492355649836,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",100,10,0.9918174748337176,0.7803572897919886,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",100,20,0.9737099865784061,0.7668744603205809,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 10}",100,40,0.9635287312689205,0.7598979874465245,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",100,5,0.9956203836092444,0.779944596169255,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",100,10,0.9894100518305003,0.7792627177535396,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",100,20,0.9707560623664658,0.7654349016443357,1.0
pearson_sw,"{'MIN_OVERLAP': 10, 'K_SW': 20}",100,40,0.9633246568187336,0.7596743884956655,1.0
pearson_shrink,"{'MIN_OVERLAP': 2, 'LAMBDA': 5}",10,5,0.987085126390681,0.7766491522802706,1.0
pearson_shrink,"{'MIN_OVERLAP': 2, 'LAMBDA': 5}",10,10,0.9863638447694562,0.7765041417351993,1.0
